condition,episode_index,evaluation_seed,episode_length,episode_return,native_cost_total,gold_stl_cost_total,goal_events,goal_success,minimum_distance,trigger_count,recovery_count,late_recovery_count,deadline_violation_count,terminal_unresolved_count,on_time_recovery_latency_sum,deadline_violation_delay_sum,terminal_unresolved_delay_sum,positive_cost_step_count,completed_window_count,trace_robustness,online_oracle_agreement,rtamt_max_robustness_difference
native_safety,18,49219,1000,31.739735283528717,0.0,0,11,True,0.20862042903900146,4,4,0,0,0,38,0,0,0,4,0.33725783348083493,True,0.0
native_safety,19,49220,1000,31.75944281014131,0.0,0,11,True,0.21732330322265625,4,4,0,0,0,34,0,0,0,4,0.34060701847076413,True,0.0
native_safety,20,49221,1000,31.799376888637198,0.0,0,11,True,0.21102368831634521,4,4,0,0,0,38,0,0,0,4,0.33942452192306516,True,0.0
native_safety,21,49222,1000,31.66394283028785,0.0,0,11,True,0.22302371263504028,4,4,0,0,0,34,0,0,0,4,0.3396578741073608,True,0.0
native_safety,22,49223,1000,31.76539947882702,0.0,0,11,True,0.21011459827423096,3,3,0,0,0,31,0,0,0,3,0.3375069212913513,True,0.0
native_safety,23,49224,1000,31.7706793882935,0.0,0,11,True,0.22149324417114258,3,3,0,0,0,29,0,0,0,3,0.3379823875427246,True,0.0
native_safety,24,49225,1000,31.746724901568086,0.0,0,11,True,0.2236974835395813,4,4,0,0,0,33,0,0,0,4,0.3376546216011047,True,0.0
native_safety,25,49226,1000,31.787063643016154,0.0,0,11,True,0.217121422290802,3,3,0,0,0,29,0,0,0,3,0.33905133724212644,True,0.0
native_safety,26,49227,1000,31.603009538375773,0.0,0,11,True,0.21841800212860107,4,4,0,0,0,35,0,0,0,4,0.3375829172134399,True,0.0
native_safety,27,49228,1000,31.704915177615476,0.0,0,11,True,0.21349918842315674,3,3,0,0,0,29,0,0,0,3,0.33740767955780027,True,0.0
native_safety,28,49229,1000,31.768761521641864,0.0,0,11,True,0.21543914079666138,3,3,0,0,0,29,0,0,0,3,0.3381896328926086,True,0.0
native_safety,29,49230,1000,31.730287385398697,0.0,0,11,True,0.21964144706726074,4,4,0,0,0,34,0,0,0,4,0.3426810812950134,True,0.0
native_safety,30,49231,1000,31.738359380076872,0.0,0,11,True,0.2181428074836731,4,4,0,0,0,33,0,0,0,4,0.34188124656677243,True,0.0
native_safety,31,49232,1000,31.56994058795317,0.0,0,11,True,0.21779125928878784,3,3,0,0,0,28,0,0,0,3,0.3417800378799438,True,0.0
native_safety,32,49233,1000,31.800047557379003,0.0,0,11,True,0.2129039168357849,4,4,0,0,0,39,0,0,0,4,0.3391107034683227,True,0.0
native_safety,33,49234,1000,31.72177171428575,0.0,0,11,True,0.20959031581878662,3,3,0,0,0,30,0,0,0,3,0.3380646419525146,True,0.0
native_safety,34,49235,1000,31.788404563001677,0.0,0,11,True,0.2115994691848755,3,3,0,0,0,29,0,0,0,3,0.3461756420135498,True,0.0
native_safety,35,49236,1000,31.76349400388972,0.0,0,11,True,0.2118796706199646,4,4,0,0,0,36,0,0,0,4,0.33937874555587766,True,0.0
native_safety,36,49237,1000,31.65590922901174,0.0,0,11,True,0.21868979930877686,3,3,0,0,0,29,0,0,0,3,0.339661808013916,True,0.0
native_safety,37,49238,1000,31.733835476479953,0.0,0,11,True,0.20338332653045654,3,3,0,0,0,29,0,0,0,3,0.33969971656799314,True,0.0
native_safety,38,49239,1000,31.733069190457172,0.0,0,11,True,0.21630924940109253,3,3,0,0,0,28,0,0,0,3,0.34063437700271604,True,0.0
native_safety,39,49240,1000,31.629449299136468,0.0,0,11,True,0.21548348665237427,4,4,0,0,0,39,0,0,0,4,0.3356458258628845,True,0.0
native_safety,40,49241,1000,31.67605057710898,0.0,0,11,True,0.21968400478363037,4,4,0,0,0,34,0,0,0,4,0.35346624374389646,True,0.0
native_safety,41,49242,1000,31.72725065663144,0.0,0,11,True,0.20894265174865723,3,3,0,0,0,32,0,0,0,3,0.34150770425796506,True,0.0
native_safety,42,49243,1000,31.78474675813777,0.0,0,11,True,0.2028036117553711,4,4,0,0,0,36,0,0,0,4,0.32627239942550657,True,0.0
native_safety,43,49244,1000,31.761714640291757,0.0,0,11,True,0.20838797092437744,4,4,0,0,0,37,0,0,0,4,0.3254677367210388,True,0.0
